12,-69.06137,45.117911
4,-71.481104,42.151077
3,-71.57139,43.680429
2,-71.534637,41.572574
2,-72.662695,44.075252
11,-75.59655,42.921241
11,-86.2818,39.919991
2,-85.730977,44.874798
2,-89.732969,44.639954
2,-93.500061,42.074659
7,-94.198308,46.349153
21,-92.477244,38.3675
1,-100.46931,47.446305
3,-75.452394,38.994926
22,-79.130883,35.52603
49,-80.864614,33.878572
12,-78.666382,37.510861
13,-89.65344,32.713378
20,-86.343226,35.842998
31,-92.439162,34.899825
42,-91.840238,30.921314
2,-97.508297,35.583449
9,-99.317341,31.447238
6,-105.547832,38.998552
3,-114.659366,44.389073
1,-109.645127,47.033521
2,-114.916992,39.283294
2,-111.678222,39.323779
0,-151.631889,63.631126
1,-157.854309,21.361013
3,-120.605279,43.940449
18,-120.592492,47.411715
0,145.725693,15.1834
0,144.653198,13.3532
3,-66.414655,18.215692
0,-64.840836,18.060868
2,-72.738288,41.575155
12,-74.655514,40.110253
10,-77.838886,40.896694
5,-89.148632,40.124144
19,-82.70936,40.415534
16,-98.38018,38.484729
1,-99.810595,41.527099
1,-100.230491,44.43614
1,-77.016275,38.904785
26,-83.426574,32.638481
14,-76.687282,38.946466
7,-80.613729,38.642579
29,-86.844516,32.756889
4,-85.290484,37.526683
7,-111.664616,34.293239
1,-106.108388,34.421369
1,-107.55145,42.999627
20,-119.662127,37.211164
46,-82.420978,28.260731
3,-71.57139,43.680429
12,-75.59655,42.921241
1,-99.810595,41.527099
1,-100.46931,47.446305
2,-114.916992,39.283294
5,-89.148632,40.124144
2,-93.500061,42.074659
9,-99.317341,31.447238
0,-151.631889,63.631126
1,-77.016275,38.904785
14,-120.592492,47.411715
2,-71.534637,41.572574
3,-120.605279,43.940449
3,-75.452394,38.994926
29,-86.844516,32.756889
16,-98.38018,38.484729
22,-79.130883,35.52603
0,144.653198,13.3532
7,-74.655514,40.110253
1,-106.108388,34.421369
17,-86.343226,35.842998
2,-72.738288,41.575155
14,-76.687282,38.946466
49,-80.864614,33.878572
2,-97.508297,35.583449
0,145.725693,15.1834
19,-82.70936,40.415534
7,-94.198308,46.349153
42,-91.840238,30.921314
1,-157.854309,21.361013
10,-77.838886,40.896694
2,-111.678222,39.323779
6,-105.547832,38.998552
2,-72.662695,44.075252
4,-85.290484,37.526683
3,-66.414655,18.215692
12,-69.06137,45.117911
12,-78.666382,37.510861
7,-111.664616,34.293239
2,-89.732969,44.639954
3,-114.659366,44.389073
0,-64.840836,18.060868
2,-85.730977,44.874798
26,-83.426574,32.638481
31,-92.439162,34.899825
13,-89.65344,32.713378
1,-100.230491,44.43614
2,-107.55145,42.999627
15,-92.477244,38.3675
20,-119.662127,37.211164
5,-80.613729,38.642579
46,-82.420978,28.260731
1,-109.645127,47.033521
4,-71.481104,42.151077
11,-86.2818,39.919991
3,-71.57139,43.680429
11,-75.59655,42.921241
1,-99.810595,41.527099
1,-100.46931,47.446305
2,-114.916992,39.283294
5,-89.148632,40.124144
2,-93.500061,42.074659
9,-99.317341,31.447238
0,-151.631889,63.631126
1,-77.016275,38.904785
14,-120.592492,47.411715
2,-71.534637,41.572574
3,-120.605279,43.940449
3,-75.452394,38.994926
29,-86.844516,32.756889
16,-98.38018,38.484729
22,-79.130883,35.52603
0,144.653198,13.3532
7,-74.655514,40.110253
1,-106.108388,34.421369
17,-86.343226,35.842998
2,-72.738288,41.575155
14,-76.687282,38.946466
49,-80.864614,33.878572
2,-97.508297,35.583449
0,145.725693,15.1834
13,-82.70936,40.415534
7,-94.198308,46.349153
42,-91.840238,30.921314
1,-157.854309,21.361013
10,-77.838886,40.896694
2,-111.678222,39.323779
6,-105.547832,38.998552
2,-72.662695,44.075252
4,-85.290484,37.526683
2,-66.414655,18.215692
12,-69.06137,45.117911
12,-78.666382,37.510861
7,-111.664616,34.293239
2,-89.732969,44.639954
3,-114.659366,44.389073
0,-64.840836,18.060868
2,-85.730977,44.874798
26,-83.426574,32.638481
31,-92.439162,34.899825
13,-89.65344,32.713378
1,-100.230491,44.43614
2,-107.55145,42.999627
15,-92.477244,38.3675
20,-119.662127,37.211164
5,-80.613729,38.642579
46,-82.420978,28.260731
1,-109.645127,47.033521
4,-71.481104,42.151077
11,-86.2818,39.919991
3,-71.57139,43.680429
11,-75.59655,42.921241
1,-99.810595,41.527099
1,-100.46931,47.446305
1,-114.916992,39.283294
5,-89.148632,40.124144
1,-93.500061,42.074659
9,-99.317341,31.447238
0,-151.631889,63.631126
0,-77.016275,38.904785
12,-120.592492,47.411715
2,-71.534637,41.572574
3,-120.605279,43.940449
3,-75.452394,38.994926
29,-86.844516,32.756889
16,-98.38018,38.484729
22,-79.130883,35.52603
0,144.653198,13.3532
3,-74.655514,40.110253
1,-106.108388,34.421369
14,-86.343226,35.842998
2,-72.738288,41.575155
14,-76.687282,38.946466
49,-80.864614,33.878572
2,-97.508297,35.583449
0,145.725693,15.1834
13,-82.70936,40.415534
7,-94.198308,46.349153
42,-91.840238,30.921314
1,-157.854309,21.361013
10,-77.838886,40.896694
2,-111.678222,39.323779
6,-105.547832,38.998552
2,-72.662695,44.075252
4,-85.290484,37.526683
2,-66.414655,18.215692
12,-69.06137,45.117911
12,-78.666382,37.510861
7,-111.664616,34.293239
2,-89.732969,44.639954
3,-114.659366,44.389073
0,-64.840836,18.060868
2,-85.730977,44.874798
26,-83.426574,32.638481
32,-92.439162,34.899825
13,-89.65344,32.713378
0,-100.230491,44.43614
2,-107.55145,42.999627
15,-92.477244,38.3675
13,-119.662127,37.211164
5,-80.613729,38.642579
46,-82.420978,28.260731
1,-109.645127,47.033521
3,-71.481104,42.151077
3,-71.57139,43.680429
11,-75.59655,42.921241
1,-99.810595,41.527099
1,-100.46931,47.446305
2,-114.916992,39.283294
5,-89.148632,40.124144
1,-93.500061,42.074659
9,-99.317341,31.447238
0,-151.631889,63.631126
1,-77.016275,38.904785
14,-120.592492,47.411715
2,-71.534637,41.572574
3,-120.605279,43.940449
3,-75.452394,38.994926
29,-86.844516,32.756889
16,-98.38018,38.484729
22,-79.130883,35.52603
0,144.653198,13.3532
7,-74.655514,40.110253
1,-106.108388,34.421369
14,-86.343226,35.842998
2,-72.738288,41.575155
14,-76.687282,38.946466
49,-80.864614,33.878572
2,-97.508297,35.583449
0,145.725693,15.1834
13,-82.70936,40.415534
7,-94.198308,46.349153
42,-91.840238,30.921314
1,-157.854309,21.361013
10,-77.838886,40.896694
2,-111.678222,39.323779
6,-105.547832,38.998552
2,-72.662695,44.075252
4,-85.290484,37.526683
2,-66.414655,18.215692
12,-69.06137,45.117911
12,-78.666382,37.510861
7,-111.664616,34.293239
2,-89.732969,44.639954
3,-114.659366,44.389073
0,-64.840836,18.060868
2,-85.730977,44.874798
26,-83.426574,32.638481
31,-92.439162,34.899825
13,-89.65344,32.713378
1,-100.230491,44.43614
2,-107.55145,42.999627
15,-92.477244,38.3675
20,-119.662127,37.211164
5,-80.613729,38.642579
46,-82.420978,28.260731
1,-109.645127,47.033521
4,-71.481104,42.151077
11,-86.2818,39.919991
11,-86.2818,39.919991
2,-71.57139,43.680429
15,-75.59655,42.921241
1,-99.810595,41.527099
1,-100.46931,47.446305
2,-114.916992,39.283294
5,-89.148632,40.124144
1,-93.500061,42.074659
23,-99.317341,31.447238
0,-151.631889,63.631126
0,-77.016275,38.904785
11,-120.592492,47.411715
1,-71.534637,41.572574
3,-120.605279,43.940449
2,-75.452394,38.994926
29,-86.844516,32.756889
16,-98.38018,38.484729
22,-79.130883,35.52603
0,144.653198,13.3532
1,-74.655514,40.110253
0,-106.108388,34.421369
9,-86.343226,35.842998
2,-72.738288,41.575155
18,-76.687282,38.946466
49,-80.864614,33.878572
0,-97.508297,35.583449
